,S. No.,Timestamp,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Playstyle,accept,GAD_T,SWL_T,SPIN_T
3613,3790,2015-02-19 17:20:09,0,1,1,0,0,0,0,Not difficult at all,4,4,4,3,3,PC,11,I play for fun,having fun,Diamond 1,14,1,0,1,2,0,1,0,3,2,0,1,0,0,0,0,1,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,2,18,12
3615,3792,2015-02-19 17:20:14,1,1,1,1,0,0,0,Not difficult at all,6,6,6,5,6,PC,8,I play for fun,improving,Diamond,5,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,4,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,4,29,6
3616,3793,2015-02-19 17:20:17,0,1,1,0,0,1,0,Not difficult at all,6,6,6,5,3,PC,18,I play for fun,relaxing,Platinum IV,4,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,Male,22,Student at college / university,Multiplayer - online - with real life friends,Accept,3,26,14
3617,3794,2015-02-19 17:20:18,0,0,0,0,3,1,3,Somewhat difficult,2,1,1,1,1,PC,42,I play for fun,having fun,Challenger,0,0,1,0,1,0,1,1,2,2,2,3,0,2,3,0,0,0,2,Male,18,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,7,6,18
3619,3796,2015-02-19 17:20:22,0,0,0,0,0,0,0,Somewhat difficult,6,6,6,2,6,PC,16,I play for fun,having fun,Diamond III,12,1,1,0,0,0,0,1,1,2,0,2,0,0,1,1,1,1,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,0,26,12
3620,3797,2015-02-19 17:20:23,0,0,0,0,0,0,0,Not difficult at all,4,5,5,4,3,PC,26,I play for fun,improving,Golf 5,7,1,0,2,2,1,3,2,3,1,1,1,3,1,3,3,1,0,2,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,0,21,28
3623,3800,2015-02-19 17:20:31,1,0,0,1,0,1,0,Somewhat difficult,7,7,7,7,7,PC,10,I play for fun,winning,Silver 2,2,0,0,2,1,1,1,0,0,0,0,3,0,0,2,1,0,0,2,Male,28,Employed,Multiplayer - online - with strangers,Accept,3,35,11
3626,3803,2015-02-19 17:20:39,2,1,1,2,1,3,0,Somewhat difficult,3,3,2,6,1,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,Platinum 1,6,2,1,3,4,1,1,0,4,4,2,4,1,0,3,0,3,0,3,Male,18,Employed,Multiplayer - online - with strangers,Accept,10,15,33
3628,3805,2015-02-19 17:20:52,0,0,0,0,0,1,0,Not difficult at all,2,6,3,1,2,PC,15,I play for fun,having fun,diamond 5,12,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,1,14,6
3629,3806,2015-02-19 17:20:54,1,0,1,1,1,1,1,Somewhat difficult,2,2,2,2,1,PC,40,I play for fun,having fun,Gold,5,1,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,Male,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,6,9,8
3630,3807,2015-02-19 17:20:49,1,0,0,1,0,0,0,Not difficult at all,6,7,7,6,3,PC,25,I play for fun,having fun,Silver 2,20,0,1,2,1,0,1,0,4,1,2,4,0,0,1,0,0,0,1,Male,18,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,2,29,17
3631,3808,2015-02-19 17:20:56,1,1,2,1,0,0,1,Somewhat difficult,2,6,3,3,3,PC,16,I play for fun,having fun,unranked,1,1,3,2,3,3,2,2,1,4,3,4,3,2,3,3,3,1,1,Female,19,Student at college / university,Multiplayer - online - with real life friends,Accept,6,17,43
3632,3809,2015-02-19 17:21:02,0,0,0,0,0,1,0,Not difficult at all,6,6,6,6,6,PC,16,I play for fun,improving,Silver,8,1,0,1,2,2,1,0,0,1,0,1,0,0,0,3,0,0,1,Male,24,Employed,Multiplayer - online - with strangers,Accept,1,30,12
3634,3812,2015-02-19 17:21:04,2,2,3,2,2,3,1,Very difficult,5,6,6,5,5,PC,20,I play for fun,having fun,Silver 1,6,2,2,1,2,3,1,1,0,1,1,1,1,1,2,2,1,1,4,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,15,27,23
3635,3813,2015-02-19 17:21:11,0,0,0,0,0,0,0,Not difficult at all,3,6,4,4,2,PC,15,I play for fun,improving,Gold,8,0,0,0,1,0,0,0,1,3,0,1,4,0,0,0,0,0,2,Male,27,Employed,Multiplayer - online - with real life friends,Accept,0,19,10
3637,3815,2015-02-19 17:21:12,1,0,1,1,0,1,0,Somewhat difficult,5,6,6,6,6,PC,15,I play for fun,relaxing,Gold,3,2,0,1,1,0,0,2,1,3,1,2,2,0,1,1,0,0,1,Male,25,Employed,Multiplayer - online - with strangers,Accept,4,29,17
3638,3816,2015-02-19 17:21:13,1,0,1,1,1,2,2,Somewhat difficult,3,3,2,1,1,PC,45,I play for fun,improving,Platinium III,5,1,0,2,1,3,0,2,4,0,0,0,2,2,2,2,0,0,4,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,8,10,21
3639,3817,2015-02-19 17:21:14,1,0,3,2,0,0,1,Not difficult at all,5,6,6,5,1,PC,20,I play for fun,improving,platin 2,18,2,3,0,1,3,2,2,0,1,1,1,3,2,3,3,1,2,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,7,23,30
3640,3818,2015-02-19 17:21:18,0,0,3,0,3,0,0,Not difficult at all,6,6,6,5,3,PC,4,I play for fun,improving,Unranked,16,0,3,1,3,0,2,1,3,0,1,1,0,2,1,0,0,2,3,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,6,26,20
3641,3819,2015-02-19 17:21:20,0,1,1,0,0,0,1,Somewhat difficult,5,6,6,5,5,PC,14,I play for fun,improving,Gold III,4,1,1,1,2,0,1,2,1,1,1,0,0,0,1,0,1,1,3,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,3,27,14
3642,3820,2015-02-19 17:21:24,3,1,2,0,0,1,1,Somewhat difficult,5,5,3,3,1,PC,15,I play for fun,having fun,silver,30,1,3,4,4,2,3,4,4,4,3,4,0,1,2,3,0,3,2,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,8,17,45
3643,3821,2015-02-19 17:21:25,1,0,0,0,0,1,0,Not difficult at all,1,6,2,5,2,PC,25,I play for fun,relaxing,Diamond V,8,1,4,2,2,4,2,3,1,2,1,2,1,0,3,3,2,2,2,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,2,16,35
3645,3823,2015-02-19 17:21:31,0,0,0,0,0,0,0,Not difficult at all,6,6,7,7,6,PC,15,I play for fun,improving,platinum,5,0,2,1,2,1,1,1,3,1,0,0,2,0,2,0,0,0,3,Male,35,Employed,Multiplayer - online - with strangers,Accept,0,32,16
3646,3824,2015-02-19 17:21:31,2,1,3,0,1,0,1,Somewhat difficult,3,6,5,2,3,PC,30,I play for fun,having fun,Platinum,2,1,2,1,2,2,2,3,2,1,1,1,0,0,1,0,0,0,1,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,8,19,19
3647,3825,2015-02-19 17:21:31,0,0,1,0,0,0,0,Not difficult at all,5,5,7,7,6,PC,20,I play for fun,having fun,Bronze 5,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,Male,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,1,30,3
3648,3826,2015-02-19 17:21:32,1,0,1,0,0,0,0,Somewhat difficult,3,5,3,3,2,PC,20,I play for fun,having fun,Gold 1,10,1,0,1,3,2,3,2,1,3,2,0,0,0,2,2,1,0,1,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,2,16,23
3649,3827,2015-02-19 17:21:34,1,0,1,0,0,0,1,Not difficult at all,4,6,5,5,6,PC,20,"i play for fun, maybe earn money later on (with tournaments etc)",improving,Gold 1 (LoL),20,2,1,1,2,0,1,0,2,2,0,1,0,1,2,0,0,1,1,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,3,26,16
3650,3828,2015-02-19 17:21:34,1,0,0,0,0,0,0,Somewhat difficult,6,7,6,6,6,PC,16,I play for fun,relaxing,D3,5,0,2,0,1,3,0,2,1,0,1,3,0,0,1,0,0,0,1,Male,21,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,1,31,14
3651,3829,2015-02-19 17:21:37,0,0,0,0,0,0,0,Not difficult at all,6,6,6,6,5,PC,8,I play for fun,relaxing,Gold IV,5,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,1,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,0,29,6
3652,3830,2015-02-19 17:21:40,1,0,0,3,1,1,0,Somewhat difficult,1,1,1,1,1,PC,30,I play for fun,having fun,Gold,15,0,1,1,1,2,3,0,1,1,0,2,1,0,2,2,0,0,4,Male,21,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,6,5,17
3653,3831,2015-02-19 17:21:42,1,0,0,0,0,1,0,Not difficult at all,7,7,6,6,2,PC,15,I play for fun,having fun,Bronze 1,15,2,2,1,2,1,1,1,0,2,0,1,1,0,2,3,1,0,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,2,28,20
3654,3833,2015-02-19 17:21:46,1,0,0,0,0,0,0,Not difficult at all,4,2,6,7,6,PC,25,I play for fun,improving,Dia 4 ?,3,1,2,1,1,0,1,0,0,2,1,2,0,0,2,1,0,1,2,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,1,25,15
3655,3834,2015-02-19 17:21:47,1,1,2,0,0,2,1,Somewhat difficult,5,3,3,2,3,PC,20,I play for fun,winning,Diamond 4,20,1,3,1,2,3,1,1,0,1,1,3,1,0,1,2,0,1,4,Male,23,Student at college / university,Multiplayer - online - with strangers,Accept,7,16,22
3656,3835,2015-02-19 17:21:50,1,1,1,0,1,2,1,Somewhat difficult,1,4,1,1,1,PC,20,I play for fun,improving,Gold,50,0,0,4,0,4,4,3,4,0,0,0,4,4,0,4,0,3,5,Male,20,Student at college / university,Singleplayer,Accept,7,8,34
3657,3836,2015-02-19 17:21:54,0,0,1,0,0,0,0,Not difficult at all,5,6,6,6,4,PC,25,I play for fun,having fun,Silver 1,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,Male,23,Employed,Multiplayer - online - with real life friends,Accept,1,27,4
3659,3838,2015-02-19 17:21:59,0,0,1,0,0,0,0,Not difficult at all,2,4,4,4,4,PC,20,I play for fun,improving,Platinum,10,0,1,1,2,1,1,0,3,3,1,1,1,0,1,1,0,0,1,Male,26,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,1,18,17
3660,3839,2015-02-19 17:22:02,0,0,0,0,1,1,1,Not difficult at all,6,6,6,7,5,PC,20,I play for fun,having fun,"I was Platinum V last season, still unranked for now",15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,3,30,3
3661,3840,2015-02-19 17:22:04,1,0,0,1,0,1,0,Somewhat difficult,6,6,5,5,3,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,"DMG CSGO, D1 League",10,0,1,1,2,0,1,4,1,3,0,1,1,0,2,3,1,3,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,3,25,24
3662,3841,2015-02-19 17:22:07,2,3,3,1,1,2,1,Extremely difficult,4,4,2,2,7,PC,19,I play for fun,having fun,Silver 3,13,1,1,2,4,1,3,1,4,4,3,4,0,0,3,2,1,0,3,Male,20,Unemployed / between jobs,Multiplayer - online - with internet friends,Accept,13,19,34
3663,3842,2015-02-19 17:22:08,2,2,3,2,1,3,1,Somewhat difficult,2,4,2,1,2,PC,20,I play for fun,winning,Platinum ,20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,14,11,15
3664,3843,2015-02-19 17:22:13,0,0,1,1,1,1,0,Not difficult at all,2,3,4,6,5,PC,15,I play for fun,having fun,Bronze 1,10,0,0,1,2,1,2,0,4,3,2,2,2,2,4,4,1,1,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,4,20,31
3665,3844,2015-02-19 17:22:14,1,1,0,2,3,2,0,Somewhat difficult,2,6,2,6,4,PC,22,I play for fun,improving,Gold,40,0,2,1,3,2,0,2,3,4,1,4,0,0,1,0,0,3,2,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,9,20,26
3666,3845,2015-02-19 17:22:15,2,1,2,2,1,1,2,Somewhat difficult,5,6,6,6,3,PC,10,I play for fun,relaxing,Silver,15,1,1,0,1,2,1,0,0,1,0,1,0,0,1,1,1,0,2,Male,22,Student at college / university,Multiplayer - online - with real life friends,Accept,11,26,11
3667,3846,2015-02-19 17:22:16,1,0,1,0,0,0,1,Not difficult at all,5,5,4,3,5,PC,20,I play for fun,improving,Silver 4,12,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,2,Male,21,Employed,Multiplayer - online - with strangers,Accept,3,22,6
3668,3847,2015-02-19 17:22:14,2,1,2,0,0,1,0,Somewhat difficult,5,5,6,7,6,PC,15,I play for fun,improving,Plat 3,10,2,3,1,2,0,1,2,2,1,1,2,0,1,1,1,0,1,3,Male,25,Employed,Multiplayer - online - with real life friends,Accept,6,29,21
3669,3848,2015-02-19 17:22:19,3,3,3,3,3,3,3,Somewhat difficult,6,6,6,7,4,PC,20,I play for fun,improving,Bronze,4,1,2,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,2,Female,32,Employed,Multiplayer - online - with strangers,Accept,21,29,59
3670,3849,2015-02-19 17:22:20,2,2,2,2,0,2,2,Very difficult,1,3,2,1,3,PC,35,I play for fun,winning,Silver,7,2,1,3,3,3,3,1,1,3,1,4,2,0,1,2,0,1,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,12,10,31
3671,3850,2015-02-19 17:22:22,0,0,0,0,0,0,0,Not difficult at all,5,6,5,5,5,PC,30,I play for fun,having fun,Platinum,10,0,1,0,1,2,1,1,0,1,1,3,0,0,1,0,0,0,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,0,26,12
3672,3851,2015-02-19 17:22:22,3,1,2,2,1,1,2,Somewhat difficult,5,4,5,6,6,PC,10,I play for fun,improving,Gold,20,2,1,2,3,2,2,3,0,4,3,4,2,0,1,2,2,1,3,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,12,26,34
3673,3852,2015-02-19 17:22:22,0,0,0,0,0,2,0,Not difficult at all,3,7,3,3,6,PC,12,I play for fun,having fun,unranked,20,2,0,0,1,3,0,0,0,2,0,4,2,0,1,4,1,1,1,Female,22,Student at college / university,Multiplayer - online - with real life friends,Accept,2,22,21
3674,3853,2015-02-19 17:22:23,1,0,1,0,0,1,0,Somewhat difficult,4,3,5,5,2,PC,25,I play for fun,improving,Platinum 3 (Diamond 5 last season),15,1,2,3,4,2,3,2,3,2,1,4,0,2,3,2,1,3,3,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,3,19,38
3676,3856,2015-02-19 17:22:31,0,0,0,0,1,0,2,Not difficult at all,2,2,5,5,4,PC,5,I play for fun,Haveing fun and relaxing,"Not placed, Diamond last season",12,1,0,0,1,0,0,0,0,2,0,2,0,1,1,0,1,1,3,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,3,18,10
3677,3857,2015-02-19 17:22:31,0,0,0,0,0,1,0,Not difficult at all,5,5,6,4,3,PC,10,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,Diamond,5,0,3,0,1,1,0,4,0,3,0,1,0,0,0,2,0,2,2,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,1,23,17
3678,3858,2015-02-19 17:22:32,2,1,2,2,1,3,2,Somewhat difficult,2,6,2,2,2,PC,21,I play for fun,having fun,Unranked,3,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,3,Male,21,Student at college / university,Singleplayer,Accept,13,14,7
3679,3859,2015-02-19 17:22:34,0,0,0,1,0,1,0,Not difficult at all,4,6,6,4,3,PC,8,I play for fun,winning,Dia 5,50,0,1,1,1,1,0,1,1,0,0,2,1,1,1,0,0,0,2,Male,20,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,2,23,11
3681,3861,2015-02-19 17:22:38,0,0,1,0,0,0,0,Not difficult at all,3,5,4,6,6,PC,16,I play for fun,having fun,Diamond 5,4,0,1,1,2,1,0,0,1,1,0,1,0,0,0,1,0,0,2,Male,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,1,24,9
3682,3862,2015-02-19 17:22:40,0,0,1,0,0,0,0,Not difficult at all,4,2,5,2,1,PC,14,I play for fun,having fun,bronze 4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,1,14,7
3684,3864,2015-02-19 17:22:45,2,0,0,0,0,3,0,Somewhat difficult,2,5,2,4,3,PC,8,I play for fun,improving,"Gold 2, Corki's Pyromancers",0,1,2,2,3,2,1,0,2,0,0,1,0,0,0,1,1,0,3,Male,25,Employed,Multiplayer - online - with real life friends,Accept,5,16,16
3685,3865,2015-02-19 17:22:45,2,2,3,1,1,1,2,Somewhat difficult,3,4,5,5,2,PC,24,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,Challenger: LAN,17,0,0,1,2,1,3,3,3,4,1,4,0,0,0,1,0,2,1,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,12,19,25
3686,3866,2015-02-19 17:22:46,1,2,1,0,0,0,0,Not difficult at all,4,4,5,4,3,PC,10,I play for fun,improving,platinum 5 ,2,1,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,3,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,4,20,7
3687,3867,2015-02-19 17:22:47,1,1,0,1,0,1,0,Not difficult at all,5,5,5,2,5,PC,20,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",all the above,Diamond,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,4,22,1
3688,3868,2015-02-19 17:22:48,1,0,1,0,2,0,0,Not difficult at all,6,7,7,7,5,PC,15,I play for fun,improving,unranked,15,0,3,1,2,2,1,4,3,2,1,2,0,1,3,3,0,2,4,Male,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,4,32,30
3689,3869,2015-02-19 17:22:53,0,0,3,0,0,0,0,Not difficult at all,4,7,4,2,5,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",All of the above,Masters Tier,3,0,0,0,0,1,0,0,2,2,0,0,0,0,2,0,0,0,3,Male,21,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,3,22,7
3692,3872,2015-02-19 17:22:57,1,1,2,1,0,1,1,Somewhat difficult,4,3,4,4,3,PC,12,I play for fun,improving,Bronze,12,2,2,1,1,3,3,0,1,1,1,3,2,0,1,3,1,0,1,Male,22,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,7,18,25
3694,3874,2015-02-19 17:23:04,1,0,2,2,1,1,1,Very difficult,1,4,2,1,1,PC,20,I play for fun,winning,Gold Nova,15,2,1,0,0,3,0,0,0,0,0,0,0,1,0,3,0,1,5,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,8,9,11
3695,3875,2015-02-19 17:23:04,0,0,0,0,0,0,0,Not difficult at all,2,4,5,3,2,PC,28,I play for fun,improving,Silver,7,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,4,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,0,16,7
3697,3877,2015-02-19 17:23:06,1,1,2,1,1,0,1,Somewhat difficult,3,3,5,5,5,PC,8,I play for fun,winning,Platinum,20,1,2,0,0,1,1,1,2,0,0,2,1,1,1,1,0,1,1,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,7,21,15
3698,3878,2015-02-19 17:23:06,0,0,3,1,0,1,1,Somewhat difficult,6,6,6,4,6,PC,40,I play for fun,winning,Platinum V,5,2,2,1,2,3,2,3,1,1,0,2,4,1,1,4,0,0,4,Male,18,Student at college / university,with friend and stragers in same team,Accept,6,28,29
3699,3879,2015-02-19 17:23:09,1,0,1,1,0,0,1,Not difficult at all,5,6,6,5,2,PC,20,I play for fun,having fun,Platinum,3,3,2,2,1,3,2,2,2,2,1,1,2,1,3,2,2,2,2,Male,18,Student at school,Singleplayer,Accept,4,24,33
3700,3880,2015-02-19 17:23:10,1,1,2,1,1,2,3,Very difficult,2,4,5,3,2,PC,21,I play for fun,improving,Gold III,6,0,3,1,4,3,3,3,3,1,1,0,1,0,2,3,1,2,1,Female,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,11,16,31
3701,3881,2015-02-19 17:23:10,1,2,3,2,1,0,1,Somewhat difficult,2,5,3,2,1,"Console (PS, Xbox, ...)",10,I play for fun,having fun,Platinum V,10,3,3,4,3,3,3,3,4,4,4,0,2,1,3,3,3,2,2,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,10,13,48
3702,3882,2015-02-19 17:23:11,0,0,0,0,0,1,0,Not difficult at all,2,4,4,5,3,PC,16,I play for fun,having fun,"Unranked, former gold",20,1,2,0,3,2,3,1,1,1,0,2,0,0,1,0,0,0,1,Male,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,1,18,17
3703,3883,2015-02-19 17:23:13,0,0,0,0,0,1,0,Not difficult at all,5,6,7,5,6,PC,12,I play for fun,having fun,Gold 4,10,1,4,1,1,1,1,0,1,2,1,3,3,0,1,2,0,0,1,Male,23,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,1,29,22
3705,3885,2015-02-19 17:23:18,1,0,1,0,2,0,1,Not difficult at all,4,4,5,4,3,PC,35,I play for fun,having fun,platinum 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,5,20,0
3706,3886,2015-02-19 17:23:18,0,0,0,0,1,1,2,Somewhat difficult,3,3,4,4,2,PC,10,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,"Unranked, but S4 Gold",10,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,4,Male,22,Student at college / university,Multiplayer - online - with real life friends,Accept,4,16,7
3707,3887,2015-02-19 17:23:24,1,0,1,1,0,0,0,Not difficult at all,4,3,4,3,3,PC,21,I play for fun,improving,unranked (platinum 3 prev reset),6,0,0,2,1,0,0,4,2,2,0,1,0,0,1,0,0,0,1,Male,26,Student at college / university,Multiplayer - online - with strangers,Accept,3,17,13
3708,3888,2015-02-19 17:23:28,1,2,2,2,0,3,1,Somewhat difficult,1,2,1,1,6,PC,15,I play for fun,having fun,silver,8,1,2,2,2,0,2,0,0,4,2,4,0,0,2,0,2,1,1,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,11,11,24
3710,3890,2015-02-19 17:23:31,0,0,0,1,0,0,0,Not difficult at all,6,6,6,4,5,PC,16,I play for fun,having fun,Gold,10,1,3,1,2,3,2,2,1,2,1,1,2,2,1,2,2,2,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,1,27,30
3712,3892,2015-02-19 17:23:31,0,0,0,0,1,0,0,Not difficult at all,4,4,6,6,6,PC,20,I play for fun,having fun,Silver,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,Male,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,1,26,2
3713,3894,2015-02-19 17:23:36,0,1,0,1,1,1,0,Somewhat difficult,6,7,6,6,6,PC,50,I play for fun,winning,Platinum 1,2,2,1,0,3,3,2,2,0,1,0,1,3,0,2,1,0,1,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,4,31,22
3714,3895,2015-02-19 17:23:39,0,0,0,0,1,0,0,Not difficult at all,4,5,4,2,3,PC,15,I play for fun,improving,Master Division,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,Male,19,Student at school,Multiplayer - online - with strangers,Accept,1,18,34
3715,3897,2015-02-19 17:23:48,0,0,0,0,0,0,0,Not difficult at all,4,4,4,6,6,PC,21,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,plat 2,10,1,1,4,4,4,4,0,4,4,3,2,4,0,0,4,2,0,2,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,0,24,41
3717,3899,2015-02-19 17:23:51,0,1,1,1,0,0,0,Very difficult,4,5,4,6,7,PC,2,I play for fun,improving,Silver 1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,20,Employed,Multiplayer - online - with strangers,Accept,3,26,0
3719,3901,2015-02-19 17:23:56,1,1,1,1,0,1,1,Not difficult at all,1,5,2,2,2,PC,5,I play for fun,having fun,Unranked,5,1,2,2,3,3,3,3,2,4,1,4,1,0,3,2,1,1,2,Male,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,6,12,36
3720,3903,2015-02-19 17:23:59,0,0,0,0,1,1,0,Somewhat difficult,5,4,3,3,2,PC,25,I play for fun,having fun,"Currently Silver 1 from Ranked Team, but unranked and used to be Diamond 5",1,1,2,3,3,3,2,0,1,2,3,2,4,0,4,4,2,1,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,2,17,37
3721,3904,2015-02-19 17:24:01,1,0,0,0,1,0,0,Not difficult at all,6,6,6,7,6,PC,10,I play for fun,having fun,Silver,15,1,0,1,1,0,2,0,0,1,0,0,0,0,1,0,1,0,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,2,31,8
3722,3905,2015-02-19 17:24:03,0,0,0,0,1,0,0,Not difficult at all,5,5,5,4,2,PC,10,I play for fun,improving,Unranked,7,0,1,0,2,1,2,0,1,2,0,2,0,0,0,3,0,1,4,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,1,21,15
3723,3906,2015-02-19 17:24:04,1,0,1,0,0,3,0,Extremely difficult,2,2,2,2,1,"Console (PS, Xbox, ...)",16,I play for fun,winning,Silver,25,2,3,1,1,3,3,3,0,4,1,4,2,2,2,3,2,3,2,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,5,9,39
3724,3907,2015-02-19 17:24:06,2,1,1,1,0,1,0,Somewhat difficult,3,6,4,5,2,PC,15,I play for fun,winning,Platinum 3,20,1,1,1,1,2,1,0,0,1,1,1,0,1,1,1,1,0,2,Male,23,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,6,20,14
3725,3908,2015-02-19 17:24:07,3,3,0,2,0,2,2,Somewhat difficult,2,3,3,1,5,PC,15,I play for fun,having fun,Silver,1,1,3,2,3,2,3,3,2,2,3,3,1,1,2,3,1,3,1,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,12,14,38
3726,3909,2015-02-19 17:24:08,1,0,0,0,0,1,0,Somewhat difficult,3,4,5,1,5,PC,30,I play for fun,improving,Unranked,40,3,4,1,3,0,3,4,0,3,2,1,0,0,1,3,1,0,1,Male,23,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,2,18,29
